LANE_ID,LOAD_ORI,IB_LOAD_TYPE,DISPATCH_SEQ,CUBE,SHIPMENTS,PU DATE
NAS-MOD,MCI,B,3,35.22,1,8/20/2025 0:00
NAS-MOD,MCI,B,5,35.22,1,8/20/2025 0:00
NAS-MOD,MCI,B,4,35.22,1,8/20/2025 0:00
LOU-MOD,MCI,B,4,168.15,1,8/28/2025 0:00
LOU-MOD,MCI,B,4,10.59,1,8/21/2025 0:00
DAY-MOD,MCI,B,7,99.43,1,8/21/2025 0:00
EVV-MOD,MCI,B,7,40.84,1,8/26/2025 0:00
GRB-MOD,MCI,B,8,30.05,1,8/27/2025 0:00
GRB-MOD,MCI,B,8,100.05,1,8/25/2025 0:00
IND-MOD,MCI,B,6,57.3,1,8/26/2025 0:00
IND-MOD,MCI,B,6,19.42,1,8/22/2025 0:00
EVV-MOD,MCI,B,7,39.77,1,8/28/2025 0:00
STL-MOD,MCI,B,5,126.48,1,8/25/2025 0:00
GRB-MOD,MCI,B,5,100.05,1,8/25/2025 0:00
RDU-MOD,MCI,B,9,110.34,1,8/20/2025 0:00
DAY-MOD,MCI,B,7,231.86,1,8/28/2025 0:00
HIC-MOD,MCI,B,8,222.44,1,8/27/2025 0:00
CHR-MOD,MCI,B,8,55.53,2,8/20/2025 0:00
CHR-MOD,MCI,B,8,61.87,1,8/22/2025 0:00
HIC-MOD,MCI,B,5,222.44,1,8/27/2025 0:00
DAY-MOD,MCI,B,4,99.43,1,8/21/2025 0:00
DAY-MOD,MCI,B,4,231.86,1,8/28/2025 0:00
EVV-MOD,MCI,B,4,39.77,1,8/28/2025 0:00
RDU-MOD,MCI,B,6,110.34,1,8/20/2025 0:00
GRB-MOD,MCI,B,5,30.05,1,8/27/2025 0:00
IND-MOD,MCI,B,3,275.53,3,8/29/2025 0:00
IND-MOD,MCI,B,3,11.2,1,8/25/2025 0:00
IND-MOD,MCI,B,3,126.84,1,8/21/2025 0:00
IND-MOD,MCI,B,3,57.3,1,8/26/2025 0:00
CHR-MOD,MCI,B,5,55.53,2,8/20/2025 0:00
CHR-MOD,MCI,B,5,61.87,1,8/22/2025 0:00
IND-MOD,MCI,B,4,275.53,3,8/29/2025 0:00
IND-MOD,MCI,B,4,11.2,1,8/25/2025 0:00
IND-MOD,MCI,B,4,126.84,1,8/21/2025 0:00
IND-MOD,MCI,B,4,57.3,1,8/26/2025 0:00
EVV-MOD,MCI,B,4,40.84,1,8/26/2025 0:00
STL-MOD,MCI,B,2,126.48,1,8/25/2025 0:00
GRB-MOD,MCI,B,6,30.05,1,8/27/2025 0:00
GRB-MOD,MCI,B,6,100.05,1,8/25/2025 0:00
CHR-MOD,MCI,B,6,55.53,2,8/20/2025 0:00
IND-MOD,MCI,B,4,19.42,1,8/22/2025 0:00
IND-MOD,MCI,B,3,19.42,1,8/22/2025 0:00
HIC-MOD,MCI,B,7,222.44,1,8/27/2025 0:00
HIC-MOD,MCI,B,6,222.44,1,8/27/2025 0:00
DAY-MOD,MCI,B,5,99.43,1,8/21/2025 0:00
DAY-MOD,MCI,B,5,231.86,1,8/28/2025 0:00
EVV-MOD,MCI,B,5,39.77,1,8/28/2025 0:00
EVV-MOD,MCI,B,5,40.84,1,8/26/2025 0:00
RDU-MOD,MCI,B,7,110.34,1,8/20/2025 0:00
CHR-MOD,MCI,B,7,55.53,2,8/20/2025 0:00
CHR-MOD,MCI,B,7,61.87,1,8/22/2025 0:00
GRB-MOD,MCI,B,7,30.05,1,8/27/2025 0:00
GRB-MOD,MCI,B,7,100.05,1,8/25/2025 0:00
RDU-MOD,MCI,B,8,110.34,1,8/20/2025 0:00
CHR-MOD,MCI,B,6,61.87,1,8/22/2025 0:00
STL-MOD,MCI,B,4,126.48,1,8/25/2025 0:00
EVV-MOD,MCI,B,6,40.84,1,8/26/2025 0:00
EVV-MOD,MCI,B,6,39.77,1,8/28/2025 0:00
IND-MOD,MCI,B,5,275.53,3,8/29/2025 0:00
IND-MOD,MCI,B,5,11.2,1,8/25/2025 0:00
STL-MOD,MCI,B,3,126.48,1,8/25/2025 0:00
IND-MOD,MCI,B,6,126.84,1,8/21/2025 0:00
DAY-MOD,MCI,B,6,99.43,1,8/21/2025 0:00
DAY-MOD,MCI,B,6,231.86,1,8/28/2025 0:00
IND-MOD,MCI,B,5,126.84,1,8/21/2025 0:00
IND-MOD,MCI,B,5,57.3,1,8/26/2025 0:00
IND-MOD,MCI,B,5,19.42,1,8/22/2025 0:00
WCH-MOD,MCI,B,3,157.31,1,8/27/2025 0:00
WCH-MOD,MCI,B,5,157.31,1,8/27/2025 0:00
WCH-MOD,MCI,B,2,157.31,1,8/27/2025 0:00
WCH-MOD,MCI,B,4,157.31,1,8/27/2025 0:00
IND-MOD,MCI,B,6,275.53,3,8/29/2025 0:00
IND-MOD,MCI,B,6,11.2,1,8/25/2025 0:00
MCI-MOD,MCI,O,4,50.23,1,8/22/2025 0:00
MCI-MOD,MCI,O,3,91.42,1,8/29/2025 0:00
MCI-MOD,MCI,O,3,22.75,1,8/21/2025 0:00
MCI-MOD,MCI,O,3,50.23,1,8/22/2025 0:00
MCI-MOD,MCI,O,2,22.75,1,8/21/2025 0:00
MCI-MOD,MCI,O,2,50.23,1,8/22/2025 0:00
MCI-MOD,MCI,O,4,91.42,1,8/29/2025 0:00
MCI-MOD,MCI,O,2,91.42,1,8/29/2025 0:00
MCI-MOD,MCI,O,1,91.42,1,8/29/2025 0:00
MCI-MOD,MCI,O,1,22.75,1,8/21/2025 0:00
MCI-MOD,MCI,O,1,50.23,1,8/22/2025 0:00
MCI-MOD,MCI,O,4,22.75,1,8/21/2025 0:00
LOU-MOD,MCI,B,6,168.15,1,8/28/2025 0:00
LOU-MOD,MCI,B,6,10.59,1,8/21/2025 0:00
LOU-MOD,MCI,B,3,10.59,1,8/21/2025 0:00
LOU-MOD,MCI,B,3,168.15,1,8/28/2025 0:00
LOU-MOD,MCI,B,5,168.15,1,8/28/2025 0:00
LOU-MOD,MCI,B,5,10.59,1,8/21/2025 0:00
IND-SCM,MCI,B,6,368.13,2,8/29/2025 0:00
STL-SCM,MCI,B,5,65.38,1,8/22/2025 0:00
DAY-SCM,MCI,B,7,216.29,1,8/27/2025 0:00
IND-SCM,MCI,B,6,19.57,1,8/20/2025 0:00
IND-SCM,MCI,B,6,609.16,1,8/26/2025 0:00
IND-SCM,MCI,B,6,19.09,1,8/25/2025 0:00
IND-SCM,MCI,B,6,12.43,1,8/22/2025 0:00
CHR-SCM,MCI,B,8,34.5,1,8/25/2025 0:00
CHR-SCM,MCI,B,8,7.85,1,8/28/2025 0:00
STL-SCM,MCI,B,5,32.27,1,8/21/2025 0:00
EVV-SCM,MCI,B,7,73.26,2,8/20/2025 0:00
EVV-SCM,MCI,B,7,99.75,1,8/25/2025 0:00
EVV-SCM,MCI,B,7,38.91,1,8/27/2025 0:00
GRB-SCM,MCI,B,8,9.66,1,8/27/2025 0:00
GRB-SCM,MCI,B,8,6.56,1,8/25/2025 0:00
HIC-SCM,MCI,B,8,348.64,1,8/25/2025 0:00
LDN-SCM,MCI,B,7,44.02,1,8/22/2025 0:00
KSP-SCM,MCI,B,8,38.67,1,8/25/2025 0:00
HIC-SCM,MCI,B,8,44.06,1,8/22/2025 0:00
RDU-SCM,MCI,B,9,81.03,2,8/29/2025 0:00
RDU-SCM,MCI,B,9,363.97,1,8/28/2025 0:00
CHR-SCM,MCI,B,8,60.38,2,8/29/2025 0:00
CHR-SCM,MCI,B,8,43.07,2,8/21/2025 0:00
CHR-SCM,MCI,B,8,78.08,3,8/27/2025 0:00
CHR-SCM,MCI,B,8,138.32,2,8/20/2025 0:00
GRB-SCM,MCI,B,5,9.66,1,8/27/2025 0:00
GRB-SCM,MCI,B,5,6.56,1,8/25/2025 0:00
GRB-SCM,MCI,B,8,148.59,2,8/21/2025 0:00
GRB-SCM,MCI,B,8,13.98,1,8/29/2025 0:00
GRB-SCM,MCI,B,8,22.03,1,8/26/2025 0:00
RDU-SCM,MCI,B,9,75.31,2,8/26/2025 0:00
CHR-SCM,MCI,B,5,78.08,3,8/27/2025 0:00
CHR-SCM,MCI,B,5,138.32,2,8/20/2025 0:00
CHR-SCM,MCI,B,5,60.38,2,8/29/2025 0:00
RDU-SCM,MCI,B,6,363.97,1,8/28/2025 0:00
RDU-SCM,MCI,B,6,75.31,2,8/26/2025 0:00
RDU-SCM,MCI,B,6,81.03,2,8/29/2025 0:00
KSP-SCM,MCI,B,5,38.67,1,8/25/2025 0:00
HIC-SCM,MCI,B,5,348.64,1,8/25/2025 0:00
HIC-SCM,MCI,B,5,44.06,1,8/22/2025 0:00
GRB-SCM,MCI,B,5,148.59,2,8/21/2025 0:00
GRB-SCM,MCI,B,5,13.98,1,8/29/2025 0:00
GRB-SCM,MCI,B,5,22.03,1,8/26/2025 0:00
EVV-SCM,MCI,B,4,99.75,1,8/25/2025 0:00
EVV-SCM,MCI,B,4,38.91,1,8/27/2025 0:00
STL-SCM,MCI,B,2,32.27,1,8/21/2025 0:00
CHR-SCM,MCI,B,5,43.07,2,8/21/2025 0:00
CHR-SCM,MCI,B,5,34.5,1,8/25/2025 0:00
CHR-SCM,MCI,B,5,7.85,1,8/28/2025 0:00
IND-SCM,MCI,B,3,19.09,1,8/25/2025 0:00
IND-SCM,MCI,B,3,12.43,1,8/22/2025 0:00
IND-SCM,MCI,B,3,368.13,2,8/29/2025 0:00
LDN-SCM,MCI,B,4,44.02,1,8/22/2025 0:00
DAY-SCM,MCI,B,4,216.29,1,8/27/2025 0:00
EVV-SCM,MCI,B,4,73.26,2,8/20/2025 0:00
KSP-SCM,MCI,B,7,38.67,1,8/25/2025 0:00
HIC-SCM,MCI,B,7,348.64,1,8/25/2025 0:00
HIC-SCM,MCI,B,7,44.06,1,8/22/2025 0:00
STL-SCM,MCI,B,2,65.38,1,8/22/2025 0:00
IND-SCM,MCI,B,3,19.57,1,8/20/2025 0:00
IND-SCM,MCI,B,3,609.16,1,8/26/2025 0:00
RDU-SCM,MCI,B,7,363.97,1,8/28/2025 0:00
IND-SCM,MCI,B,4,19.09,1,8/25/2025 0:00
IND-SCM,MCI,B,4,12.43,1,8/22/2025 0:00
IND-SCM,MCI,B,4,368.13,2,8/29/2025 0:00
IND-SCM,MCI,B,4,19.57,1,8/20/2025 0:00
IND-SCM,MCI,B,4,609.16,1,8/26/2025 0:00
RDU-SCM,MCI,B,7,75.31,2,8/26/2025 0:00
RDU-SCM,MCI,B,7,81.03,2,8/29/2025 0:00
GRB-SCM,MCI,B,6,9.66,1,8/27/2025 0:00
GRB-SCM,MCI,B,6,6.56,1,8/25/2025 0:00
GRB-SCM,MCI,B,6,148.59,2,8/21/2025 0:00
GRB-SCM,MCI,B,6,13.98,1,8/29/2025 0:00
GRB-SCM,MCI,B,6,22.03,1,8/26/2025 0:00
CHR-SCM,MCI,B,6,78.08,3,8/27/2025 0:00
CHR-SCM,MCI,B,6,138.32,2,8/20/2025 0:00
CHR-SCM,MCI,B,6,60.38,2,8/29/2025 0:00
CHR-SCM,MCI,B,6,43.07,2,8/21/2025 0:00
CHR-SCM,MCI,B,6,34.5,1,8/25/2025 0:00
CHR-SCM,MCI,B,6,7.85,1,8/28/2025 0:00
KSP-SCM,MCI,B,6,38.67,1,8/25/2025 0:00
HIC-SCM,MCI,B,6,348.64,1,8/25/2025 0:00
HIC-SCM,MCI,B,6,44.06,1,8/22/2025 0:00
LDN-SCM,MCI,B,5,44.02,1,8/22/2025 0:00
DAY-SCM,MCI,B,5,216.29,1,8/27/2025 0:00
CHR-SCM,MCI,B,7,60.38,2,8/29/2025 0:00
EVV-SCM,MCI,B,5,73.26,2,8/20/2025 0:00
EVV-SCM,MCI,B,5,99.75,1,8/25/2025 0:00
EVV-SCM,MCI,B,5,38.91,1,8/27/2025 0:00
STL-SCM,MCI,B,3,32.27,1,8/21/2025 0:00
STL-SCM,MCI,B,3,65.38,1,8/22/2025 0:00
GRB-SCM,MCI,B,7,9.66,1,8/27/2025 0:00
GRB-SCM,MCI,B,7,6.56,1,8/25/2025 0:00
CHR-SCM,MCI,B,7,34.5,1,8/25/2025 0:00
CHR-SCM,MCI,B,7,7.85,1,8/28/2025 0:00
CHR-SCM,MCI,B,7,78.08,3,8/27/2025 0:00
CHR-SCM,MCI,B,7,138.32,2,8/20/2025 0:00
RDU-SCM,MCI,B,8,75.31,2,8/26/2025 0:00
RDU-SCM,MCI,B,8,81.03,2,8/29/2025 0:00
RDU-SCM,MCI,B,8,363.97,1,8/28/2025 0:00
CHR-SCM,MCI,B,7,43.07,2,8/21/2025 0:00
GRB-SCM,MCI,B,7,13.98,1,8/29/2025 0:00
GRB-SCM,MCI,B,7,22.03,1,8/26/2025 0:00
IND-SCM,MCI,B,5,19.57,1,8/20/2025 0:00
IND-SCM,MCI,B,5,609.16,1,8/26/2025 0:00
IND-SCM,MCI,B,5,19.09,1,8/25/2025 0:00
IND-SCM,MCI,B,5,12.43,1,8/22/2025 0:00
IND-SCM,MCI,B,5,368.13,2,8/29/2025 0:00
GRB-SCM,MCI,B,7,148.59,2,8/21/2025 0:00
EVV-SCM,MCI,B,6,38.91,1,8/27/2025 0:00
DAY-SCM,MCI,B,6,216.29,1,8/27/2025 0:00
LDN-SCM,MCI,B,6,44.02,1,8/22/2025 0:00
STL-SCM,MCI,B,4,65.38,1,8/22/2025 0:00
STL-SCM,MCI,B,4,32.27,1,8/21/2025 0:00
EVV-SCM,MCI,B,6,73.26,2,8/20/2025 0:00
EVV-SCM,MCI,B,6,99.75,1,8/25/2025 0:00
RWI-SCM,MCI,B,9,55.27,1,8/20/2025 0:00
RWI-SCM,MCI,B,7,55.27,1,8/20/2025 0:00
RWI-SCM,MCI,B,8,55.27,1,8/20/2025 0:00
RWI-SCM,MCI,B,6,55.27,1,8/20/2025 0:00
LEX-SCM,MCI,B,5,65.09,1,8/27/2025 0:00
LEX-SCM,MCI,B,4,65.09,1,8/27/2025 0:00
LEX-SCM,MCI,B,4,24.68,1,8/29/2025 0:00
LEX-SCM,MCI,B,7,65.09,1,8/27/2025 0:00
LEX-SCM,MCI,B,6,65.09,1,8/27/2025 0:00
LEX-SCM,MCI,B,7,24.68,1,8/29/2025 0:00
LEX-SCM,MCI,B,6,24.68,1,8/29/2025 0:00
LEX-SCM,MCI,B,5,24.68,1,8/29/2025 0:00
NAS-SCM,MCI,B,3,52.81,1,8/27/2025 0:00
NAS-SCM,MCI,B,5,29.12,1,8/25/2025 0:00
NAS-SCM,MCI,B,5,27.93,1,8/26/2025 0:00
NAS-SCM,MCI,B,3,29.12,1,8/25/2025 0:00
NAS-SCM,MCI,B,3,27.93,1,8/26/2025 0:00
NAS-SCM,MCI,B,5,52.81,1,8/27/2025 0:00
NAS-SCM,MCI,B,4,27.93,1,8/26/2025 0:00
NAS-SCM,MCI,B,4,35.04,1,8/20/2025 0:00
NAS-SCM,MCI,B,3,35.04,1,8/20/2025 0:00
NAS-SCM,MCI,B,3,34.39,1,8/29/2025 0:00
NAS-SCM,MCI,B,3,14.31,1,8/28/2025 0:00
NAS-SCM,MCI,B,4,29.12,1,8/25/2025 0:00
NAS-SCM,MCI,B,6,27.93,1,8/26/2025 0:00
NAS-SCM,MCI,B,6,35.04,1,8/20/2025 0:00
NAS-SCM,MCI,B,5,35.04,1,8/20/2025 0:00
NAS-SCM,MCI,B,5,34.39,1,8/29/2025 0:00
NAS-SCM,MCI,B,5,14.31,1,8/28/2025 0:00
NAS-SCM,MCI,B,6,14.31,1,8/28/2025 0:00
NAS-SCM,MCI,B,6,52.81,1,8/27/2025 0:00
NAS-SCM,MCI,B,6,29.12,1,8/25/2025 0:00
NAS-SCM,MCI,B,4,34.39,1,8/29/2025 0:00
NAS-SCM,MCI,B,4,14.31,1,8/28/2025 0:00
NAS-SCM,MCI,B,4,52.81,1,8/27/2025 0:00
ASH-SCM,MCI,B,6,103.78,1,8/26/2025 0:00
NAS-SCM,MCI,B,6,34.39,1,8/29/2025 0:00
ASH-SCM,MCI,B,8,36.95,1,8/29/2025 0:00
ASH-SCM,MCI,B,5,29.89,1,8/20/2025 0:00
ASH-SCM,MCI,B,7,29.89,1,8/20/2025 0:00
ASH-SCM,MCI,B,7,103.78,1,8/26/2025 0:00
ASH-SCM,MCI,B,7,36.95,1,8/29/2025 0:00
ASH-SCM,MCI,B,6,29.89,1,8/20/2025 0:00
ASH-SCM,MCI,B,5,103.78,1,8/26/2025 0:00
ASH-SCM,MCI,B,5,36.95,1,8/29/2025 0:00
ASH-SCM,MCI,B,6,36.95,1,8/29/2025 0:00
ASH-SCM,MCI,B,8,103.78,1,8/26/2025 0:00
ASH-SCM,MCI,B,8,29.89,1,8/20/2025 0:00
WSH-SCM,MCI,B,9,47.61,2,8/29/2025 0:00
WSH-SCM,MCI,B,6,47.61,2,8/29/2025 0:00
WSH-SCM,MCI,B,6,17.71,1,8/25/2025 0:00
WSH-SCM,MCI,B,8,47.61,2,8/29/2025 0:00
WSH-SCM,MCI,B,8,17.71,1,8/25/2025 0:00
WSH-SCM,MCI,B,7,47.61,2,8/29/2025 0:00
WSH-SCM,MCI,B,7,17.71,1,8/25/2025 0:00
WSH-SCM,MCI,B,9,17.71,1,8/25/2025 0:00
CIN-SAL,MCI,B,4,24.25,1,8/28/2025 0:00
CIN-SAL,MCI,B,6,24.25,1,8/28/2025 0:00
CIN-SAL,MCI,B,5,24.25,1,8/28/2025 0:00
CIN-SAL,MCI,B,7,24.25,1,8/28/2025 0:00
CHR-SAL,MCI,B,8,37.78,1,8/25/2025 0:00
RDU-SAL,MCI,B,9,65.15,1,8/26/2025 0:00
CHR-SAL,MCI,B,5,92.74,1,8/27/2025 0:00
RDU-SAL,MCI,B,9,52.13,1,8/27/2025 0:00
STL-SAL,MCI,B,5,14.01,1,8/26/2025 0:00
CHR-SAL,MCI,B,8,8.63,2,8/21/2025 0:00
CHR-SAL,MCI,B,8,106.07,1,8/20/2025 0:00
CHR-SAL,MCI,B,8,92.74,1,8/27/2025 0:00
CHR-SAL,MCI,B,5,8.63,2,8/21/2025 0:00
CHR-SAL,MCI,B,5,106.07,1,8/20/2025 0:00
STL-SAL,MCI,B,2,109.19,1,8/27/2025 0:00
STL-SAL,MCI,B,2,14.01,1,8/26/2025 0:00
RDU-SAL,MCI,B,6,65.15,1,8/26/2025 0:00
RDU-SAL,MCI,B,6,52.13,1,8/27/2025 0:00
RDU-SAL,MCI,B,7,65.15,1,8/26/2025 0:00
RDU-SAL,MCI,B,7,52.13,1,8/27/2025 0:00
CHR-SAL,MCI,B,6,92.74,1,8/27/2025 0:00
CHR-SAL,MCI,B,6,37.78,1,8/25/2025 0:00
CHR-SAL,MCI,B,6,8.63,2,8/21/2025 0:00
CHR-SAL,MCI,B,5,37.78,1,8/25/2025 0:00
RDU-SAL,MCI,B,8,52.13,1,8/27/2025 0:00
CHR-SAL,MCI,B,6,106.07,1,8/20/2025 0:00
STL-SAL,MCI,B,3,109.19,1,8/27/2025 0:00
STL-SAL,MCI,B,3,14.01,1,8/26/2025 0:00
CHR-SAL,MCI,B,7,8.63,2,8/21/2025 0:00
CHR-SAL,MCI,B,7,106.07,1,8/20/2025 0:00
STL-SAL,MCI,B,5,109.19,1,8/27/2025 0:00
STL-SAL,MCI,B,4,109.19,1,8/27/2025 0:00
STL-SAL,MCI,B,4,14.01,1,8/26/2025 0:00
CHR-SAL,MCI,B,7,92.74,1,8/27/2025 0:00
CHR-SAL,MCI,B,7,37.78,1,8/25/2025 0:00
RDU-SAL,MCI,B,8,65.15,1,8/26/2025 0:00
MCI-SAL,MCI,O,2,31.15,1,8/27/2025 0:00
MCI-SAL,MCI,O,1,31.15,1,8/27/2025 0:00
MCI-SAL,MCI,O,1,3.91,1,8/22/2025 0:00
MCI-SAL,MCI,O,4,31.15,1,8/27/2025 0:00
MCI-SAL,MCI,O,4,3.91,1,8/22/2025 0:00
MCI-SAL,MCI,O,3,31.15,1,8/27/2025 0:00
MCI-SAL,MCI,O,3,3.91,1,8/22/2025 0:00
MCI-SAL,MCI,O,2,3.91,1,8/22/2025 0:00
FAY-SAL,MCI,B,9,5.34,1,8/27/2025 0:00
FAY-SAL,MCI,B,6,5.34,1,8/27/2025 0:00
FAY-SAL,MCI,B,8,5.34,1,8/27/2025 0:00
FAY-SAL,MCI,B,7,5.34,1,8/27/2025 0:00
NAS-SAL,MCI,B,6,67.88,1,8/22/2025 0:00
NAS-SAL,MCI,B,3,67.88,1,8/22/2025 0:00
KNO-SAL,MCI,B,6,16.42,1,8/27/2025 0:00
KNO-SAL,MCI,B,5,16.42,1,8/27/2025 0:00
KNO-SAL,MCI,B,7,16.42,1,8/27/2025 0:00
KNO-SAL,MCI,B,4,16.42,1,8/27/2025 0:00
ASH-SAL,MCI,B,7,17.88,1,8/27/2025 0:00
ASH-SAL,MCI,B,6,17.88,1,8/27/2025 0:00
ASH-SAL,MCI,B,8,17.88,1,8/27/2025 0:00
ASH-SAL,MCI,B,5,17.88,1,8/27/2025 0:00
NAS-SAL,MCI,B,5,67.88,1,8/22/2025 0:00
NAS-SAL,MCI,B,4,67.88,1,8/22/2025 0:00
IND-SMA,MCI,B,3,36.6,1,8/26/2025 0:00
IND-SMA,MCI,B,3,24.33,2,8/22/2025 0:00
IND-SMA,MCI,B,4,13.87,1,8/28/2025 0:00
IND-SMA,MCI,B,4,36.6,1,8/26/2025 0:00
IND-SMA,MCI,B,4,24.33,2,8/22/2025 0:00
QCY-SMA,MCI,B,3,70.39,1,8/27/2025 0:00
QCY-SMA,MCI,B,2,70.39,1,8/27/2025 0:00
IND-SMA,MCI,B,3,13.87,1,8/28/2025 0:00
MCI-SMA,MCI,O,2,57.22,1,8/20/2025 0:00
MCI-SMA,MCI,O,1,57.22,1,8/20/2025 0:00
IND-SDG,MCI,B,3,14.56,1,8/20/2025 0:00
IND-SDG,MCI,B,3,50.49,2,8/22/2025 0:00
IND-SDG,MCI,B,3,58.27,2,8/28/2025 0:00
IND-SDG,MCI,B,4,14.56,1,8/20/2025 0:00
IND-SDG,MCI,B,4,50.49,2,8/22/2025 0:00
IND-SDG,MCI,B,4,58.27,2,8/28/2025 0:00
CIN-RED,MCI,B,5,24.81,1,8/22/2025 0:00
CIN-RED,MCI,B,7,24.81,1,8/22/2025 0:00
CIN-RED,MCI,B,6,24.81,1,8/22/2025 0:00
CIN-RED,MCI,B,4,24.81,1,8/22/2025 0:00
KNO-RED,MCI,B,7,40.4,1,8/21/2025 0:00
KNO-RED,MCI,B,6,40.4,1,8/21/2025 0:00
RDU-RED,MCI,B,6,46.56,1,8/26/2025 0:00
CHR-RED,MCI,B,5,14.12,1,8/27/2025 0:00
CHR-RED,MCI,B,5,10.06,1,8/26/2025 0:00
CHR-RED,MCI,B,5,5.81,1,8/25/2025 0:00
RDU-RED,MCI,B,7,26.68,1,8/27/2025 0:00
RDU-RED,MCI,B,7,46.56,1,8/26/2025 0:00
CHR-RED,MCI,B,6,14.12,1,8/27/2025 0:00
CHR-RED,MCI,B,6,10.06,1,8/26/2025 0:00
RDU-RED,MCI,B,9,26.68,1,8/27/2025 0:00
RDU-RED,MCI,B,6,26.68,1,8/27/2025 0:00
CHR-RED,MCI,B,6,5.81,1,8/25/2025 0:00
CHR-RED,MCI,B,7,14.12,1,8/27/2025 0:00
CHR-RED,MCI,B,7,10.06,1,8/26/2025 0:00
CHR-RED,MCI,B,7,5.81,1,8/25/2025 0:00
RDU-RED,MCI,B,8,26.68,1,8/27/2025 0:00
RDU-RED,MCI,B,8,46.56,1,8/26/2025 0:00
KNO-RED,MCI,B,4,40.4,1,8/21/2025 0:00
KNO-RED,MCI,B,5,40.4,1,8/21/2025 0:00
CHR-RED,MCI,B,8,14.12,1,8/27/2025 0:00
CHR-RED,MCI,B,8,10.06,1,8/26/2025 0:00
CHR-RED,MCI,B,8,5.81,1,8/25/2025 0:00
RDU-RED,MCI,B,9,46.56,1,8/26/2025 0:00
IND-VGS,MCI,B,4,31.48,1,8/20/2025 0:00
CHV-VGS,MCI,B,3,64.08,1,8/26/2025 0:00
CHV-VGS,MCI,B,3,34.56,1,8/21/2025 0:00
QCY-VGS,MCI,B,2,25.83,1,8/22/2025 0:00
IND-VGS,MCI,B,3,31.48,1,8/20/2025 0:00
MCI-VGS,MCI,O,1,13.34,1,8/29/2025 0:00
CHV-VGS,MCI,B,2,64.08,1,8/26/2025 0:00
CHV-VGS,MCI,B,2,34.56,1,8/21/2025 0:00
QCY-VGS,MCI,B,2,17.24,1,8/28/2025 0:00
QCY-VGS,MCI,B,3,17.24,1,8/28/2025 0:00
QCY-VGS,MCI,B,3,25.83,1,8/22/2025 0:00
LOU-VGS,MCI,B,4,174.25,1,8/28/2025 0:00
MCI-VGS,MCI,O,1,33.86,1,8/21/2025 0:00
MCI-VGS,MCI,O,1,162.24,1,8/27/2025 0:00
MCI-VGS,MCI,O,2,13.34,1,8/29/2025 0:00
MCI-VGS,MCI,O,2,33.86,1,8/21/2025 0:00
MCI-VGS,MCI,O,2,162.24,1,8/27/2025 0:00
CIN-VGS,MCI,B,4,717.55,5,8/28/2025 0:00
CIN-VGS,MCI,B,4,402.64,4,8/25/2025 0:00
CIN-VGS,MCI,B,4,269.18,6,8/26/2025 0:00
LOU-VGS,MCI,B,3,69.02,1,8/27/2025 0:00
LOU-VGS,MCI,B,3,174.25,1,8/28/2025 0:00
LOU-VGS,MCI,B,4,69.02,1,8/27/2025 0:00
CIN-VGS,MCI,B,5,489.38,5,8/29/2025 0:00
CIN-VGS,MCI,B,5,609.71,5,8/20/2025 0:00
CIN-VGS,MCI,B,5,717.55,5,8/28/2025 0:00
CIN-VGS,MCI,B,5,402.64,4,8/25/2025 0:00
CIN-VGS,MCI,B,4,489.38,5,8/29/2025 0:00
CIN-VGS,MCI,B,4,609.71,5,8/20/2025 0:00
CIN-VGS,MCI,B,5,269.18,6,8/26/2025 0:00
CIN-VGS,MCI,B,4,211.28,3,8/22/2025 0:00
CIN-VGS,MCI,B,5,211.28,3,8/22/2025 0:00
IND-RNO,MCI,B,6,206.41,1,8/25/2025 0:00
IND-RNO,MCI,B,6,36.02,1,8/26/2025 0:00
QCY-RNO,MCI,B,5,83.55,1,8/26/2025 0:00
CHV-RNO,MCI,B,5,358.51,1,8/26/2025 0:00
HIC-RNO,MCI,B,8,38.08,1,8/22/2025 0:00
HIC-RNO,MCI,B,8,167.1,1,8/28/2025 0:00
CHR-RNO,MCI,B,8,133.87,3,8/26/2025 0:00
CHR-RNO,MCI,B,8,57.17,1,8/21/2025 0:00
CHR-RNO,MCI,B,5,81.83,1,8/29/2025 0:00
CHR-RNO,MCI,B,8,488.02,2,8/28/2025 0:00
CHR-RNO,MCI,B,8,81.83,1,8/29/2025 0:00
GRB-RNO,MCI,B,8,14.83,1,8/21/2025 0:00
RDU-RNO,MCI,B,9,12.75,1,8/26/2025 0:00
RDU-RNO,MCI,B,9,22.68,1,8/22/2025 0:00
CHV-RNO,MCI,B,2,358.51,1,8/26/2025 0:00
QCY-RNO,MCI,B,2,83.55,1,8/26/2025 0:00
RDU-RNO,MCI,B,6,22.68,1,8/22/2025 0:00
RDU-RNO,MCI,B,6,12.75,1,8/26/2025 0:00
GRB-RNO,MCI,B,5,14.83,1,8/21/2025 0:00
CHR-RNO,MCI,B,5,488.02,2,8/28/2025 0:00
HIC-RNO,MCI,B,7,38.08,1,8/22/2025 0:00
HIC-RNO,MCI,B,7,167.1,1,8/28/2025 0:00
CHR-RNO,MCI,B,5,57.17,1,8/21/2025 0:00
CHR-RNO,MCI,B,5,133.87,3,8/26/2025 0:00
HIC-RNO,MCI,B,5,38.08,1,8/22/2025 0:00
HIC-RNO,MCI,B,5,167.1,1,8/28/2025 0:00
