LANE_ID,LOAD_DST,LOAD_DST_TYPE,DISPATCH_SEQ,CUBE,SHIPMENTS,PU_DATE
EVV-SCM,MCI,B,3,99.75,1,8/25/2025 0:00
EVV-SCM,MCI,B,3,38.91,1,8/27/2025 0:00
STL-SCM,MCI,B,1,32.27,1,8/21/2025 0:00
IND-SCM,MCI,B,2,12.43,1,8/22/2025 0:00
IND-SCM,MCI,B,2,368.13,2,8/29/2025 0:00
IND-SCM,MCI,B,1,19.57,1,8/20/2025 0:00
IND-SCM,MCI,B,1,609.16,1,8/26/2025 0:00
IND-SCM,MCI,B,1,19.09,1,8/25/2025 0:00
IND-SCM,MCI,B,1,12.43,1,8/22/2025 0:00
IND-SCM,MCI,B,1,368.13,2,8/29/2025 0:00
STL-SCM,MCI,B,1,65.38,1,8/22/2025 0:00
LEX-SCM,MCI,B,3,65.09,1,8/27/2025 0:00
LEX-SCM,MCI,B,3,24.68,1,8/29/2025 0:00
GRB-SCM,MCI,B,4,9.66,1,8/27/2025 0:00
DAY-SCM,MCI,B,3,216.29,1,8/27/2025 0:00
LDN-SCM,MCI,B,3,44.02,1,8/22/2025 0:00
GRB-SCM,MCI,B,4,13.98,1,8/29/2025 0:00
LEX-SCM,MCI,B,2,65.09,1,8/27/2025 0:00
LEX-SCM,MCI,B,2,24.68,1,8/29/2025 0:00
LDN-SCM,MCI,B,2,44.02,1,8/22/2025 0:00
DAY-SCM,MCI,B,2,216.29,1,8/27/2025 0:00
GRB-SCM,MCI,B,3,13.98,1,8/29/2025 0:00
GRB-SCM,MCI,B,4,22.03,1,8/26/2025 0:00
GRB-SCM,MCI,B,4,6.56,1,8/25/2025 0:00
GRB-SCM,MCI,B,4,148.59,2,8/21/2025 0:00
GRB-SCM,MCI,B,3,6.56,1,8/25/2025 0:00
GRB-SCM,MCI,B,3,148.59,2,8/21/2025 0:00
GRB-SCM,MCI,B,3,9.66,1,8/27/2025 0:00
GRB-SCM,MCI,B,3,22.03,1,8/26/2025 0:00
ASH-SCM,MCI,B,4,36.95,1,8/29/2025 0:00
ASH-SCM,MCI,B,3,29.89,1,8/20/2025 0:00
ASH-SCM,MCI,B,3,36.95,1,8/29/2025 0:00
ASH-SCM,MCI,B,3,103.78,1,8/26/2025 0:00
NAS-SCM,MCI,B,1,52.81,1,8/27/2025 0:00
NAS-SCM,MCI,B,1,29.12,1,8/25/2025 0:00
ASH-SCM,MCI,B,4,103.78,1,8/26/2025 0:00
ASH-SCM,MCI,B,4,29.89,1,8/20/2025 0:00
NAS-SCM,MCI,B,1,14.31,1,8/28/2025 0:00
NAS-SCM,MCI,B,1,27.93,1,8/26/2025 0:00
NAS-SCM,MCI,B,1,35.04,1,8/20/2025 0:00
NAS-SCM,MCI,B,1,34.39,1,8/29/2025 0:00
NAS-SCM,MCI,B,2,34.39,1,8/29/2025 0:00
NAS-SCM,MCI,B,2,52.81,1,8/27/2025 0:00
NAS-SCM,MCI,B,2,29.12,1,8/25/2025 0:00
NAS-SCM,MCI,B,2,14.31,1,8/28/2025 0:00
NAS-SCM,MCI,B,2,27.93,1,8/26/2025 0:00
NAS-SCM,MCI,B,2,35.04,1,8/20/2025 0:00
RWI-SCM,MCI,B,5,55.27,1,8/20/2025 0:00
RWI-SCM,MCI,B,4,55.27,1,8/20/2025 0:00
CHR-SCM,MCI,B,4,138.32,2,8/20/2025 0:00
CHR-SCM,MCI,B,4,34.5,1,8/25/2025 0:00
CHR-SCM,MCI,B,4,7.85,1,8/28/2025 0:00
RDU-SCM,MCI,B,5,75.31,2,8/26/2025 0:00
RDU-SCM,MCI,B,5,81.03,2,8/29/2025 0:00
RDU-SCM,MCI,B,5,363.97,1,8/28/2025 0:00
RDU-SCM,MCI,B,4,75.31,2,8/26/2025 0:00
RDU-SCM,MCI,B,4,81.03,2,8/29/2025 0:00
RDU-SCM,MCI,B,4,363.97,1,8/28/2025 0:00
CHR-SCM,MCI,B,4,43.07,2,8/21/2025 0:00
CHR-SCM,MCI,B,4,60.38,2,8/29/2025 0:00
CHR-SCM,MCI,B,4,78.08,3,8/27/2025 0:00
CHR-SCM,MCI,B,3,34.5,1,8/25/2025 0:00
CHR-SCM,MCI,B,3,7.85,1,8/28/2025 0:00
KSP-SCM,MCI,B,3,38.67,1,8/25/2025 0:00
KSP-SCM,MCI,B,4,38.67,1,8/25/2025 0:00
HIC-SCM,MCI,B,4,348.64,1,8/25/2025 0:00
HIC-SCM,MCI,B,4,44.06,1,8/22/2025 0:00
CHR-SCM,MCI,B,3,60.38,2,8/29/2025 0:00
HIC-SCM,MCI,B,3,348.64,1,8/25/2025 0:00
HIC-SCM,MCI,B,3,44.06,1,8/22/2025 0:00
CHR-SCM,MCI,B,3,43.07,2,8/21/2025 0:00
CHR-SCM,MCI,B,3,78.08,3,8/27/2025 0:00
CHR-SCM,MCI,B,3,138.32,2,8/20/2025 0:00
WSH-SCM,MCI,B,5,47.61,2,8/29/2025 0:00
WSH-SCM,MCI,B,5,17.71,1,8/25/2025 0:00
WSH-SCM,MCI,B,4,47.61,2,8/29/2025 0:00
WSH-SCM,MCI,B,4,17.71,1,8/25/2025 0:00
CIN-SAL,MCI,B,1,24.25,1,8/28/2025 0:00
CIN-SAL,MCI,B,3,24.25,1,8/28/2025 0:00
CIN-SAL,MCI,B,2,24.25,1,8/28/2025 0:00
CHR-SAL,MCI,B,3,37.78,1,8/25/2025 0:00
RDU-SAL,MCI,B,4,52.13,1,8/27/2025 0:00
RDU-SAL,MCI,B,4,65.15,1,8/26/2025 0:00
STL-SAL,MCI,B,1,14.01,1,8/26/2025 0:00
STL-SAL,MCI,B,1,109.19,1,8/27/2025 0:00
KNO-SAL,MCI,B,3,16.42,1,8/27/2025 0:00
NAS-SAL,MCI,B,1,67.88,1,8/22/2025 0:00
NAS-SAL,MCI,B,2,67.88,1,8/22/2025 0:00
ASH-SAL,MCI,B,3,17.88,1,8/27/2025 0:00
ASH-SAL,MCI,B,4,17.88,1,8/27/2025 0:00
CHR-SAL,MCI,B,3,8.63,2,8/21/2025 0:00
RDU-SAL,MCI,B,5,52.13,1,8/27/2025 0:00
CHR-SAL,MCI,B,4,106.07,1,8/20/2025 0:00
FAY-SAL,MCI,B,4,5.34,1,8/27/2025 0:00
FAY-SAL,MCI,B,5,5.34,1,8/27/2025 0:00
KNO-SAL,MCI,B,2,16.42,1,8/27/2025 0:00
CHR-SAL,MCI,B,4,8.63,2,8/21/2025 0:00
CHR-SAL,MCI,B,4,92.74,1,8/27/2025 0:00
CHR-SAL,MCI,B,4,37.78,1,8/25/2025 0:00
RDU-SAL,MCI,B,5,65.15,1,8/26/2025 0:00
CHR-SAL,MCI,B,3,106.07,1,8/20/2025 0:00
CHR-SAL,MCI,B,3,92.74,1,8/27/2025 0:00
IND-SMA,MCI,B,1,36.6,1,8/26/2025 0:00
QCY-SMA,MCI,B,1,70.39,1,8/27/2025 0:00
IND-SMA,MCI,B,2,13.87,1,8/28/2025 0:00
IND-SMA,MCI,B,2,24.33,2,8/22/2025 0:00
IND-SMA,MCI,B,2,36.6,1,8/26/2025 0:00
IND-SMA,MCI,B,1,13.87,1,8/28/2025 0:00
IND-SMA,MCI,B,1,24.33,2,8/22/2025 0:00
IND-SDG,MCI,B,2,14.56,1,8/20/2025 0:00
IND-SDG,MCI,B,2,50.49,2,8/22/2025 0:00
IND-SDG,MCI,B,2,58.27,2,8/28/2025 0:00
IND-SDG,MCI,B,1,14.56,1,8/20/2025 0:00
IND-SDG,MCI,B,1,50.49,2,8/22/2025 0:00
IND-SDG,MCI,B,1,58.27,2,8/28/2025 0:00
CIN-RED,MCI,B,1,24.81,1,8/22/2025 0:00
CIN-RED,MCI,B,2,24.81,1,8/22/2025 0:00
CIN-RED,MCI,B,3,24.81,1,8/22/2025 0:00
CHR-RED,MCI,B,4,10.06,1,8/26/2025 0:00
RDU-RED,MCI,B,4,26.68,1,8/27/2025 0:00
CHR-RED,MCI,B,4,5.81,1,8/25/2025 0:00
CHR-RED,MCI,B,3,5.81,1,8/25/2025 0:00
KNO-RED,MCI,B,2,40.4,1,8/21/2025 0:00
KNO-RED,MCI,B,3,40.4,1,8/21/2025 0:00
RDU-RED,MCI,B,5,26.68,1,8/27/2025 0:00
RDU-RED,MCI,B,5,46.56,1,8/26/2025 0:00
RDU-RED,MCI,B,4,46.56,1,8/26/2025 0:00
CHR-RED,MCI,B,4,14.12,1,8/27/2025 0:00
CHR-RED,MCI,B,3,14.12,1,8/27/2025 0:00
CHR-RED,MCI,B,3,10.06,1,8/26/2025 0:00
CIN-VGS,MCI,B,1,489.38,5,8/29/2025 0:00
CIN-VGS,MCI,B,1,609.71,5,8/20/2025 0:00
CIN-VGS,MCI,B,1,717.55,5,8/28/2025 0:00
CIN-VGS,MCI,B,1,402.64,4,8/25/2025 0:00
CIN-VGS,MCI,B,1,211.28,3,8/22/2025 0:00
CIN-VGS,MCI,B,1,269.18,6,8/26/2025 0:00
CHV-VGS,MCI,B,1,64.08,1,8/26/2025 0:00
CHV-VGS,MCI,B,1,34.56,1,8/21/2025 0:00
QCY-VGS,MCI,B,1,25.83,1,8/22/2025 0:00
IND-VGS,MCI,B,2,31.48,1,8/20/2025 0:00
QCY-VGS,MCI,B,1,17.24,1,8/28/2025 0:00
IND-VGS,MCI,B,1,31.48,1,8/20/2025 0:00
LOU-VGS,MCI,B,1,174.25,1,8/28/2025 0:00
LOU-VGS,MCI,B,1,69.02,1,8/27/2025 0:00
LOU-VGS,MCI,B,2,174.25,1,8/28/2025 0:00
LOU-VGS,MCI,B,2,69.02,1,8/27/2025 0:00
CIN-VGS,MCI,B,2,489.38,5,8/29/2025 0:00
CIN-VGS,MCI,B,2,609.71,5,8/20/2025 0:00
CIN-VGS,MCI,B,2,717.55,5,8/28/2025 0:00
CIN-VGS,MCI,B,2,402.64,4,8/25/2025 0:00
CIN-VGS,MCI,B,2,269.18,6,8/26/2025 0:00
CIN-VGS,MCI,B,2,211.28,3,8/22/2025 0:00
CIN-VGS,MCI,B,3,717.55,5,8/28/2025 0:00
CIN-VGS,MCI,B,3,402.64,4,8/25/2025 0:00
CIN-VGS,MCI,B,3,269.18,6,8/26/2025 0:00
CIN-VGS,MCI,B,3,211.28,3,8/22/2025 0:00
CIN-VGS,MCI,B,3,489.38,5,8/29/2025 0:00
CIN-VGS,MCI,B,3,609.71,5,8/20/2025 0:00
CIN-RNO,MCI,B,1,56.95,1,8/20/2025 0:00
CIN-RNO,MCI,B,1,106.34,1,8/27/2025 0:00
CIN-RNO,MCI,B,1,282.45,2,8/26/2025 0:00
CIN-RNO,MCI,B,1,155.88,2,8/28/2025 0:00
CIN-RNO,MCI,B,1,234.35,3,8/21/2025 0:00
CIN-RNO,MCI,B,1,28.26,2,8/29/2025 0:00
IND-RNO,MCI,B,2,206.41,1,8/25/2025 0:00
IND-RNO,MCI,B,1,36.02,1,8/26/2025 0:00
IND-RNO,MCI,B,1,206.41,1,8/25/2025 0:00
CHV-RNO,MCI,B,1,358.51,1,8/26/2025 0:00
QCY-RNO,MCI,B,1,83.55,1,8/26/2025 0:00
IND-RNO,MCI,B,2,36.02,1,8/26/2025 0:00
LOU-RNO,MCI,B,1,21.14,1,8/21/2025 0:00
LOU-RNO,MCI,B,1,21.09,1,8/25/2025 0:00
LOU-RNO,MCI,B,2,21.09,1,8/25/2025 0:00
LOU-RNO,MCI,B,2,21.14,1,8/21/2025 0:00
NAS-RNO,MCI,B,2,187.08,1,8/22/2025 0:00
NAS-RNO,MCI,B,2,81.48,2,8/28/2025 0:00
NAS-RNO,MCI,B,1,117.08,2,8/26/2025 0:00
NAS-RNO,MCI,B,1,48.74,1,8/29/2025 0:00
GRB-RNO,MCI,B,4,14.83,1,8/21/2025 0:00
GRB-RNO,MCI,B,3,14.83,1,8/21/2025 0:00
NAS-RNO,MCI,B,1,282.51,3,8/28/2025 0:00
NAS-RNO,MCI,B,1,175.68,3,8/21/2025 0:00
NAS-RNO,MCI,B,1,32.96,1,8/27/2025 0:00
NAS-RNO,MCI,B,1,187.08,1,8/22/2025 0:00
NAS-RNO,MCI,B,1,81.48,2,8/28/2025 0:00
NAS-RNO,MCI,B,1,786.91,6,8/25/2025 0:00
NAS-RNO,MCI,B,2,175.68,3,8/21/2025 0:00
NAS-RNO,MCI,B,2,117.08,2,8/26/2025 0:00
NAS-RNO,MCI,B,2,48.74,1,8/29/2025 0:00
NAS-RNO,MCI,B,2,32.96,1,8/27/2025 0:00
NAS-RNO,MCI,B,2,786.91,6,8/25/2025 0:00
NAS-RNO,MCI,B,2,282.51,3,8/28/2025 0:00
CHR-RNO,MCI,B,4,133.87,3,8/26/2025 0:00
CHR-RNO,MCI,B,4,488.02,2,8/28/2025 0:00
RDU-RNO,MCI,B,5,12.75,1,8/26/2025 0:00
RDU-RNO,MCI,B,5,22.68,1,8/22/2025 0:00
FAY-RNO,MCI,B,5,14.28,1,8/22/2025 0:00
FAY-RNO,MCI,B,4,14.28,1,8/22/2025 0:00
HIC-RNO,MCI,B,4,38.08,1,8/22/2025 0:00
HIC-RNO,MCI,B,4,167.1,1,8/28/2025 0:00
CHR-RNO,MCI,B,3,81.83,1,8/29/2025 0:00
CHR-RNO,MCI,B,3,57.17,1,8/21/2025 0:00
CHR-RNO,MCI,B,3,133.87,3,8/26/2025 0:00
CHR-RNO,MCI,B,4,57.17,1,8/21/2025 0:00
CHR-RNO,MCI,B,3,488.02,2,8/28/2025 0:00
RDU-RNO,MCI,B,4,12.75,1,8/26/2025 0:00
HIC-RNO,MCI,B,3,38.08,1,8/22/2025 0:00
HIC-RNO,MCI,B,3,167.1,1,8/28/2025 0:00
RDU-RNO,MCI,B,4,22.68,1,8/22/2025 0:00
CHR-RNO,MCI,B,4,81.83,1,8/29/2025 0:00
CIN-RNO,MCI,B,2,234.35,3,8/21/2025 0:00
CIN-RNO,MCI,B,2,56.95,1,8/20/2025 0:00
CIN-RNO,MCI,B,2,106.34,1,8/27/2025 0:00
CIN-RNO,MCI,B,2,282.45,2,8/26/2025 0:00
CIN-RNO,MCI,B,2,155.88,2,8/28/2025 0:00
CIN-RNO,MCI,B,2,28.26,2,8/29/2025 0:00
CIN-RNO,MCI,B,3,155.88,2,8/28/2025 0:00
CIN-RNO,MCI,B,3,28.26,2,8/29/2025 0:00
CIN-RNO,MCI,B,3,234.35,3,8/21/2025 0:00
CIN-RNO,MCI,B,3,56.95,1,8/20/2025 0:00
CIN-RNO,MCI,B,3,106.34,1,8/27/2025 0:00
CIN-RNO,MCI,B,3,282.45,2,8/26/2025 0:00
WCH-RWI,MCI,B,1,21.15,1,8/27/2025 0:00
WCH-RWI,MCI,B,1,105.73,1,8/28/2025 0:00
WCH-RWI,MCI,B,1,273.49,1,8/26/2025 0:00
CYS-RWI,MCI,B,3,36.29,1,8/21/2025 0:00
CYS-RWI,MCI,B,2,36.29,1,8/21/2025 0:00
DEN-RWI,MCI,B,2,112.65,1,8/21/2025 0:00
DEN-RWI,MCI,B,1,112.65,1,8/21/2025 0:00
FPR-GTF,MCI,B,3,57.98,1,8/20/2025 0:00
FPR-GTF,MCI,B,4,57.98,1,8/20/2025 0:00
CHS-GTF,MCI,B,2,56.2,1,8/21/2025 0:00
CHS-GTF,MCI,B,3,56.2,1,8/21/2025 0:00
COL-GTF,MCI,B,2,15.39,1,8/29/2025 0:00
COL-GTF,MCI,B,3,15.39,1,8/29/2025 0:00
NAA-GTF,MCI,B,3,17.77,1,8/27/2025 0:00
NAA-GTF,MCI,B,4,17.77,1,8/27/2025 0:00
BIR-GTF,MCI,B,2,72.67,2,8/20/2025 0:00
BIR-GTF,MCI,B,3,72.67,2,8/20/2025 0:00
MIL-GTF,MCI,B,2,29.53,1,8/21/2025 0:00
MIL-GTF,MCI,B,2,64.07,1,8/25/2025 0:00
MIL-GTF,MCI,B,3,29.53,1,8/21/2025 0:00
MIL-GTF,MCI,B,3,64.07,1,8/25/2025 0:00
CHV-GTF,MCI,B,1,68.47,1,8/27/2025 0:00
STL-GTF,MCI,B,1,59.92,1,8/25/2025 0:00
QCY-GTF,MCI,B,1,19.11,1,8/27/2025 0:00
SGF-GTF,MCI,B,1,333.95,2,8/26/2025 0:00
IND-GTF,MCI,B,2,60.44,1,8/22/2025 0:00
IND-GTF,MCI,B,2,27.15,1,8/29/2025 0:00
TUL-GTF,MCI,B,1,7.45,1,8/20/2025 0:00
IND-GTF,MCI,B,1,60.44,1,8/22/2025 0:00
IND-GTF,MCI,B,1,27.15,1,8/29/2025 0:00
CHV-GTF,MCI,B,1,16.68,1,8/25/2025 0:00
LOU-GTF,MCI,B,2,36,1,8/27/2025 0:00
LOU-GTF,MCI,B,1,36,1,8/27/2025 0:00
CHT-GTF,MCI,B,3,13.76,1,8/20/2025 0:00
CHT-GTF,MCI,B,2,13.76,1,8/20/2025 0:00
NAS-GTF,MCI,B,1,31.47,1,8/22/2025 0:00
NAS-GTF,MCI,B,2,31.47,1,8/22/2025 0:00
CIN-EVR,MCI,B,1,120.11,1,8/26/2025 0:00
CIN-EVR,MCI,B,1,12.17,1,8/22/2025 0:00
CIN-EVR,MCI,B,3,12.17,1,8/22/2025 0:00
CIN-EVR,MCI,B,3,120.11,1,8/26/2025 0:00
CIN-EVR,MCI,B,2,12.17,1,8/22/2025 0:00
CIN-EVR,MCI,B,2,120.11,1,8/26/2025 0:00
NAA-EVR,MCI,B,4,23.48,1,8/20/2025 0:00
NAA-EVR,MCI,B,3,23.48,1,8/20/2025 0:00
NAA-EVR,MCI,B,3,78.1,2,8/26/2025 0:00
NAA-EVR,MCI,B,3,33.67,1,8/28/2025 0:00
NAA-EVR,MCI,B,4,78.1,2,8/26/2025 0:00
BIR-EVR,MCI,B,3,199.09,2,8/20/2025 0:00
BIR-EVR,MCI,B,2,16.31,1,8/25/2025 0:00
BIR-EVR,MCI,B,2,199.09,2,8/20/2025 0:00
MAD-EVR,MCI,B,2,70.1,1,8/25/2025 0:00
MAD-EVR,MCI,B,3,70.1,1,8/25/2025 0:00
NAA-EVR,MCI,B,4,33.67,1,8/28/2025 0:00
MEM-EVR,MCI,B,2,25.2,1,8/28/2025 0:00
MEM-EVR,MCI,B,2,26.04,1,8/21/2025 0:00
TAL-EVR,MCI,B,5,85.55,1,8/28/2025 0:00
BIR-EVR,MCI,B,3,60.17,1,8/28/2025 0:00
BIR-EVR,MCI,B,3,16.31,1,8/25/2025 0:00
BIR-EVR,MCI,B,2,60.17,1,8/28/2025 0:00
IND-EVR,MCI,B,2,47.39,2,8/28/2025 0:00
IND-EVR,MCI,B,2,31.61,2,8/21/2025 0:00
GDA-EVR,MCI,B,3,60.09,1,8/20/2025 0:00
TAL-EVR,MCI,B,5,50.64,1,8/29/2025 0:00
DOT-EVR,MCI,B,4,218.67,1,8/21/2025 0:00
DOT-EVR,MCI,B,4,66.77,1,8/22/2025 0:00
IND-EVR,MCI,B,1,7.59,1,8/22/2025 0:00
IND-EVR,MCI,B,1,21.04,1,8/26/2025 0:00
IND-EVR,MCI,B,1,47.39,2,8/28/2025 0:00
SGF-EVR,MCI,B,1,23.91,1,8/21/2025 0:00
IND-EVR,MCI,B,2,7.59,1,8/22/2025 0:00
IND-EVR,MCI,B,2,21.04,1,8/26/2025 0:00
TAL-EVR,MCI,B,4,85.55,1,8/28/2025 0:00
TAL-EVR,MCI,B,4,50.64,1,8/29/2025 0:00
IND-EVR,MCI,B,1,31.61,2,8/21/2025 0:00
STL-EVR,MCI,B,1,28.25,1,8/21/2025 0:00
STL-EVR,MCI,B,1,21.58,1,8/26/2025 0:00
STL-EVR,MCI,B,1,119.17,1,8/28/2025 0:00
MVN-EVR,MCI,B,2,16.83,1,8/21/2025 0:00
DOT-EVR,MCI,B,3,218.67,1,8/21/2025 0:00
DOT-EVR,MCI,B,3,66.77,1,8/22/2025 0:00
GDA-EVR,MCI,B,2,60.09,1,8/20/2025 0:00
MEM-EVR,MCI,B,1,25.2,1,8/28/2025 0:00
MEM-EVR,MCI,B,1,26.04,1,8/21/2025 0:00
OKC-EVR,MCI,B,1,60.09,1,8/29/2025 0:00
TUL-EVR,MCI,B,1,60.05,1,8/26/2025 0:00
WCH-EVR,MCI,B,1,18,1,8/20/2025 0:00
LUG-EVR,MCI,B,2,4.71,1,8/28/2025 0:00
LUG-EVR,MCI,B,3,4.71,1,8/28/2025 0:00
SIK-EVR,MCI,B,2,16.06,1,8/25/2025 0:00
LOU-EVR,MCI,B,1,292.99,1,8/29/2025 0:00
OKC-EVR,MCI,B,2,60.09,1,8/29/2025 0:00
OKC-EVR,MCI,B,2,162.23,2,8/26/2025 0:00
OKC-EVR,MCI,B,2,18.32,1,8/21/2025 0:00
OKC-EVR,MCI,B,1,18.32,1,8/21/2025 0:00
OKC-EVR,MCI,B,1,162.23,2,8/26/2025 0:00
FSM-EVR,MCI,B,1,2.67,1,8/27/2025 0:00
GRE-EVR,MCI,B,3,51.59,2,8/20/2025 0:00
GRE-EVR,MCI,B,4,11.43,1,8/21/2025 0:00
GRE-EVR,MCI,B,4,51.59,2,8/20/2025 0:00
GRE-EVR,MCI,B,3,11.43,1,8/21/2025 0:00
LOU-EVR,MCI,B,2,292.99,1,8/29/2025 0:00
NAS-EVR,MCI,B,2,62.2,1,8/21/2025 0:00
NAS-EVR,MCI,B,2,14.31,1,8/22/2025 0:00
NAS-EVR,MCI,B,2,14.31,1,8/28/2025 0:00
NAS-EVR,MCI,B,1,14.31,1,8/28/2025 0:00
NAS-EVR,MCI,B,1,62.2,1,8/21/2025 0:00
NAS-EVR,MCI,B,1,14.31,1,8/22/2025 0:00
CHT-EVR,MCI,B,2,8.47,1,8/20/2025 0:00
CHT-EVR,MCI,B,3,4.19,1,8/26/2025 0:00
CHT-EVR,MCI,B,3,13.39,1,8/22/2025 0:00
CHT-EVR,MCI,B,3,52.81,2,8/25/2025 0:00
CHT-EVR,MCI,B,3,8.47,1,8/20/2025 0:00
CHT-EVR,MCI,B,2,4.19,1,8/26/2025 0:00
ORL-EVR,MCI,B,4,16.15,1,8/25/2025 0:00
ORL-EVR,MCI,B,4,36.61,3,8/22/2025 0:00
TAM-EVR,MCI,B,3,68.73,2,8/27/2025 0:00
TAM-EVR,MCI,B,4,68.73,2,8/27/2025 0:00
CHT-EVR,MCI,B,2,13.39,1,8/22/2025 0:00
CHT-EVR,MCI,B,2,52.81,2,8/25/2025 0:00
MIA-EVR,MCI,B,3,8.42,1,8/20/2025 0:00
MIA-EVR,MCI,B,3,8.75,1,8/29/2025 0:00
ORL-EVR,MCI,B,3,8.94,1,8/27/2025 0:00
ORL-EVR,MCI,B,3,16.15,1,8/25/2025 0:00
ORL-EVR,MCI,B,3,36.61,3,8/22/2025 0:00
ORL-EVR,MCI,B,4,8.94,1,8/27/2025 0:00
SAA-EVR,MCI,B,1,62.55,1,8/22/2025 0:00
SAA-EVR,MCI,B,1,4.52,1,8/29/2025 0:00
MIA-EVR,MCI,B,4,8.75,1,8/29/2025 0:00
MIA-EVR,MCI,B,4,8.42,1,8/27/2025 0:00
MIA-EVR,MCI,B,4,8.42,1,8/20/2025 0:00
MIA-EVR,MCI,B,3,8.42,1,8/27/2025 0:00
COL-EVR,MCI,B,3,10.62,1,8/26/2025 0:00
COL-EVR,MCI,B,3,7.85,1,8/29/2025 0:00
SAA-EVR,MCI,B,2,62.55,1,8/22/2025 0:00
SAA-EVR,MCI,B,1,74.32,1,8/21/2025 0:00
SAA-EVR,MCI,B,2,74.32,1,8/21/2025 0:00
SAA-EVR,MCI,B,2,4.52,1,8/29/2025 0:00
AUG-EVR,MCI,B,3,128.09,1,8/25/2025 0:00
AUG-EVR,MCI,B,3,27.26,1,8/28/2025 0:00
AUG-EVR,MCI,B,2,27.26,1,8/28/2025 0:00
AUG-EVR,MCI,B,2,128.09,1,8/25/2025 0:00
COL-EVR,MCI,B,2,7.85,1,8/29/2025 0:00
COL-EVR,MCI,B,2,10.62,1,8/26/2025 0:00
CHS-EVR,MCI,B,3,43.2,1,8/22/2025 0:00
CHS-EVR,MCI,B,3,216.43,1,8/28/2025 0:00
CHS-EVR,MCI,B,2,216.43,1,8/28/2025 0:00
CHS-EVR,MCI,B,2,69.81,1,8/26/2025 0:00
CHS-EVR,MCI,B,2,105.3,1,8/20/2025 0:00
CHS-EVR,MCI,B,2,43.2,1,8/22/2025 0:00
FPR-EVR,MCI,B,4,48.23,1,8/25/2025 0:00
OCA-EVR,MCI,B,4,32.33,1,8/25/2025 0:00
OCA-EVR,MCI,B,3,32.33,1,8/25/2025 0:00
FPR-EVR,MCI,B,3,48.23,1,8/25/2025 0:00
CHS-EVR,MCI,B,3,69.81,1,8/26/2025 0:00
CHS-EVR,MCI,B,3,105.3,1,8/20/2025 0:00
FSM-PRU,MCI,B,1,10.99,1,8/29/2025 0:00
FSM-PRU,MCI,B,1,56.1,1,8/28/2025 0:00
OKC-PRU,MCI,B,1,54.29,1,8/22/2025 0:00
OKC-PRU,MCI,B,2,54.29,1,8/22/2025 0:00
TXK-PRU,MCI,B,3,18.25,1,8/26/2025 0:00
WCO-PRU,MCI,B,3,219.9,2,8/28/2025 0:00
WCO-PRU,MCI,B,3,3.18,1,8/29/2025 0:00
WCO-PRU,MCI,B,2,219.9,2,8/28/2025 0:00
WCO-PRU,MCI,B,2,3.18,1,8/29/2025 0:00
TXK-PRU,MCI,B,2,18.25,1,8/26/2025 0:00
FSM-PIA,MCI,B,1,12.65,1,8/21/2025 0:00
FSM-PIA,MCI,B,1,26.48,1,8/29/2025 0:00
WTF-PIA,MCI,B,3,21.42,1,8/25/2025 0:00
WTF-PIA,MCI,B,3,27.77,1,8/27/2025 0:00
WTF-PIA,MCI,B,2,21.42,1,8/25/2025 0:00
WTF-PIA,MCI,B,2,27.77,1,8/27/2025 0:00
WCH-PIA,MCI,B,1,37.82,1,8/28/2025 0:00
CHV-PIA,MCI,B,1,45.78,1,8/29/2025 0:00
OKC-PIA,MCI,B,2,50.59,1,8/22/2025 0:00
OKC-PIA,MCI,B,2,50.59,1,8/26/2025 0:00
TUL-PIA,MCI,B,1,35.19,1,8/28/2025 0:00
TUL-PIA,MCI,B,1,36.91,1,8/27/2025 0:00
WCH-PIA,MCI,B,1,62.29,1,8/29/2025 0:00
WCH-PIA,MCI,B,1,24.05,1,8/20/2025 0:00
SHM-PIA,MCI,B,3,114.29,1,8/29/2025 0:00
SHM-PIA,MCI,B,3,58.87,2,8/20/2025 0:00
SHM-PIA,MCI,B,2,114.29,1,8/29/2025 0:00
SHM-PIA,MCI,B,2,58.87,2,8/20/2025 0:00
OKC-PIA,MCI,B,1,50.59,1,8/22/2025 0:00
OKC-PIA,MCI,B,1,50.59,1,8/26/2025 0:00
FSM-WAU,MCI,B,1,16.54,1,8/27/2025 0:00
FSM-WAU,MCI,B,1,343.35,1,8/28/2025 0:00
AUS-WAU,MCI,B,3,12.14,1,8/28/2025 0:00
ELP-WAU,MCI,B,3,27.61,1,8/28/2025 0:00
ELP-WAU,MCI,B,4,27.61,1,8/28/2025 0:00
TYR-WAU,MCI,B,2,156.61,1,8/28/2025 0:00
TYR-WAU,MCI,B,3,156.61,1,8/28/2025 0:00
WCH-WAU,MCI,B,1,27.31,2,8/27/2025 0:00
AUS-WAU,MCI,B,2,12.14,1,8/28/2025 0:00
SGF-WAU,MCI,B,1,109.86,1,8/27/2025 0:00
OKC-WAU,MCI,B,2,2.17,1,8/21/2025 0:00
OKC-WAU,MCI,B,1,2.17,1,8/21/2025 0:00
TUL-WAU,MCI,B,1,94.72,1,8/27/2025 0:00
FSM-WAU,MCI,B,1,17.71,1,8/26/2025 0:00
CIN-KRN,MCI,B,1,294.28,2,8/25/2025 0:00
CIN-KRN,MCI,B,1,26.75,1,8/27/2025 0:00
